row_id,case_id,process_name,sub_process,activity_id,activity_name,performer_id,performer_type,application_used,start_time,end_time,activity_duration_min,is_manual,automation_possible,automation_type,automation_coverage_pct,manual_effort_min,error_flag,error_type,rework_flag,rework_count,sla_met,sla_delay_hours,tat_hours,employee_role,team_name,region,transaction_amount,cost_per_case,created_at,created_by
1843,CASE-520722,F&A,AP,ACT-8543005,Process Onboarding,EMP-6209,Human,Excel,21-05-2025 22:14,19:11.8,4.63,TRUE,FALSE,,0,4.63,FALSE,,FALSE,0,TRUE,0,4.039,Analyst,CBS_AR_Team,EU,7114.32,0.5,21-05-2025 21:22,ingest_job_v2
1844,CASE-997038,Supply Chain,Logistics,ACT-5736360,Update Inventory,EMP-3862,Human,Workday,18-01-2025 18:20,28:24.4,7.59,TRUE,TRUE,API,19,7.59,FALSE,,FALSE,0,TRUE,0,1.189,Associate,CBS_HR_Team,India,,0.5,18-01-2025 17:33,EMP-2001
1845,CASE-226508,HR,Hiring,ACT-9332195,Process Onboarding,EMP-8360,Human,Workday,14-07-2025 04:11,34:27.8,22.93,TRUE,TRUE,Script,88.92,22.93,FALSE,,FALSE,0,TRUE,0,4.163,SME,CBS_AR_Team,EU,,1.1,14-07-2025 03:21,EMP-2001
1846,CASE-706799,HR,Hiring,ACT-6883231,Post Journal,EMP-1591,Human,CustomPortal,01-02-2025 12:01,01-02-2025 12:03,2.2,TRUE,FALSE,,0,2.2,TRUE,System Error,FALSE,0,TRUE,0,1.74,Manager,CBS_AP_Team,US,,0.5,01-02-2025 11:49,EMP-2001
1847,CASE-540641,Supply Chain,Order Fulfillment,ACT-7200203,Reconcile Account,EMP-1615,Human,Oracle EBS,01-09-2025 21:07,55:25.8,48.09605071,TRUE,FALSE,,0,48.1,FALSE,,FALSE,0,TRUE,0,2.085,Associate,CBS_HR_Team,EU,,1.68,01-09-2025 20:37,ingest_job_v2
1848,CASE-445426,Supply Chain,Order Fulfillment,ACT-3880053,Schedule Interview,EMP-5534,Human,CustomPortal,02-08-2025 11:45,46:50.6,1.76,TRUE,FALSE,,0,1.76,FALSE,,FALSE,0,TRUE,0,2.046,Manager,CBS_SC_Team,US,,0.5,02-08-2025 10:29,ingest_job_v2
1849,CASE-404488,Supply Chain,Procurement,ACT-4871481,Process Onboarding,EMP-3706,Human,CustomPortal,19-02-2025 20:42,17:09.8,34.59655684,TRUE,TRUE,AI,53.41,34.6,FALSE,,FALSE,0,TRUE,0,4.307,Sr Analyst,CBS_HR_Team,EU,,2.34,19-02-2025 18:54,ingest_job_v1
1850,CASE-431628,F&A,MonthEndClose,ACT-9303860,Receive Goods,EMP-2292,Human,PeopleSoft,28-04-2025 02:18,28-04-2025 02:27,8.3,TRUE,TRUE,Workflow,66.89,8.3,FALSE,,FALSE,0,TRUE,0,2.701,Associate,CBS_Payroll_Team,EU,18503.6,0.5,28-04-2025 01:32,ingest_job_v1
1851,CASE-998680,HR,Leaves,ACT-1841609,Post Journal,EMP-9447,Human,SAP ECC,13-10-2025 00:44,46:45.4,2.69,TRUE,FALSE,,0,2.69,FALSE,,FALSE,0,TRUE,0,2.852,Manager,CBS_AR_Team,US,,0.5,13-10-2025 00:11,ingest_job_v2
1852,CASE-309156,HR,Leaves,ACT-7334530,Approve Leave,BOT-909,Bot,PeopleSoft,03-01-2025 04:24,37:40.4,13.54,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.374,Bot,CBS_Payroll_Team,India,,0.74,03-01-2025 02:44,EMP-2001
1853,CASE-774461,Supply Chain,Inventory,ACT-2780987,Update Inventory,EMP-2105,Human,SAP ECC,27-04-2025 18:43,59:34.6,15.81,TRUE,TRUE,AI,76.26,15.81,FALSE,,FALSE,0,TRUE,0,1.305,SME,CBS_AR_Team,India,,0.73,27-04-2025 16:45,ingest_job_v1
1854,CASE-211992,Supply Chain,Procurement,ACT-7973599,Approve Leave,EMP-2861,Human,Oracle EBS,02-03-2025 18:30,45:58.4,14.99,TRUE,FALSE,,0,14.99,FALSE,,FALSE,0,TRUE,0,2.595,Sr Analyst,CBS_AR_Team,US,,1.47,02-03-2025 17:50,EMP-2001
1855,CASE-764965,F&A,AP,ACT-9379959,Validate Candidate,EMP-4090,Human,Workday,28-06-2025 05:23,28-06-2025 05:43,20.1,TRUE,TRUE,RPA,64.66,20.1,FALSE,,FALSE,0,TRUE,0,3.683,Manager,CBS_AR_Team,EU,,1.54,28-06-2025 03:36,EMP-1001
1856,CASE-439040,F&A,AR,ACT-3984141,Validate Invoice,SYSTEM-39,System,Workday,03-10-2025 16:48,51:08.8,2.33,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,1.596,System,CBS_AP_Team,EU,13289.05,0.5,03-10-2025 15:00,ingest_job_v1
1857,CASE-887217,F&A,Payroll,ACT-5633780,Reconcile Account,EMP-2016,Human,CustomPortal,31-08-2025 18:10,31-08-2025 18:21,11.25,TRUE,FALSE,,0,11.25,FALSE,,FALSE,0,TRUE,0,2.928,SME,CBS_SC_Team,India,1061.94,0.95,31-08-2025 18:03,EMP-1002
1858,CASE-706171,Supply Chain,Inventory,ACT-7562960,Approve Invoice,EMP-3186,Human,SAP ECC,12-04-2025 05:07,12:27.4,4.94,TRUE,FALSE,,0,4.94,FALSE,,FALSE,0,TRUE,0,3.043,Sr Analyst,CBS_AP_Team,EU,,0.5,12-04-2025 04:23,EMP-1002
1859,CASE-170647,F&A,AP,ACT-6661219,Resolve Exception,EMP-2407,Human,Excel,12-10-2025 14:06,20:53.6,14.76,TRUE,FALSE,,0,14.76,FALSE,,FALSE,0,TRUE,0,0.733,Analyst,CBS_AR_Team,US,7871.71,1.18,12-10-2025 13:22,EMP-2001
1860,CASE-938991,Supply Chain,Inventory,ACT-8232565,Resolve Exception,EMP-6234,Human,Excel,15-02-2025 14:32,42:40.8,10.43,TRUE,TRUE,Script,18.41,10.43,FALSE,,FALSE,0,TRUE,0,2.068,Sr Analyst,CBS_AR_Team,US,,0.5,15-02-2025 12:49,EMP-1001
1861,CASE-721437,F&A,AP,ACT-2948559,Schedule Shipment,EMP-2681,Human,Email,21-04-2025 07:03,15:30.8,11.98,TRUE,FALSE,,0,11.98,FALSE,,FALSE,0,TRUE,0,2.215,SME,CBS_Payroll_Team,US,15034.04,0.5,21-04-2025 05:32,EMP-1002
1862,CASE-705286,HR,Hiring,ACT-3825424,Process Payment,EMP-3520,Human,SAP ECC,17-02-2025 05:03,12:22.4,8.54,TRUE,FALSE,,0,8.54,TRUE,System Error,TRUE,1,TRUE,0,0.751,Sr Analyst,CBS_Payroll_Team,EU,,0.54,17-02-2025 03:43,EMP-2001
1863,CASE-638433,Supply Chain,Logistics,ACT-7106690,Schedule Interview,EMP-9908,Human,SAP ECC,26-09-2025 16:52,54:29.6,1.56,TRUE,FALSE,,0,1.56,FALSE,,FALSE,0,TRUE,0,3.784,Manager,CBS_HR_Team,US,,0.5,26-09-2025 16:10,EMP-2001
1864,CASE-206725,Supply Chain,Inventory,ACT-3076249,Process Payment,SYSTEM-50,System,Oracle EBS,06-11-2025 10:17,35:16.1,17.55234847,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.862,System,CBS_Payroll_Team,India,,0.52,06-11-2025 09:49,ingest_job_v1
1865,CASE-476757,F&A,AR,ACT-4956446,Resolve Exception,EMP-9898,Human,Workday,06-10-2025 02:45,18:50.2,33.42,TRUE,FALSE,,0,33.42,FALSE,,FALSE,0,TRUE,0,1.147,Approver,CBS_HR_Team,EU,,1.47,06-10-2025 00:58,ingest_job_v1
1866,CASE-760321,F&A,AR,ACT-3339374,Validate Invoice,EMP-5147,Human,Oracle EBS,05-04-2025 05:11,33:51.2,22.17,TRUE,FALSE,,0,22.17,FALSE,,FALSE,0,TRUE,0,0.527,Associate,CBS_AR_Team,US,6253.19,0.78,05-04-2025 03:49,EMP-2001
1867,CASE-887789,HR,Leaves,ACT-7629333,Receive Goods,BOT-409,Bot,SAP ECC,29-07-2025 16:35,29-07-2025 16:36,0.5,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.591,Bot,CBS_AP_Team,India,,0.5,29-07-2025 15:37,EMP-1001
1868,CASE-287147,Supply Chain,Procurement,ACT-5045019,Validate Invoice,BOT-815,Bot,SAP ECC,04-11-2025 16:10,11:53.4,1.44,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.316,Bot,CBS_SC_Team,US,,0.5,04-11-2025 14:19,EMP-1002
1869,CASE-251666,F&A,MonthEndClose,ACT-3308027,Update Inventory,EMP-3995,Human,PeopleSoft,15-05-2025 20:15,16:59.8,1.13,TRUE,TRUE,RPA,47.13,1.13,FALSE,,FALSE,0,TRUE,0,3.974,Manager,CBS_AR_Team,US,3598.74,0.5,15-05-2025 19:04,EMP-1001
1870,CASE-833286,F&A,AP,ACT-3839702,Update Inventory,BOT-623,Bot,Excel,16-03-2025 09:40,51:07.6,10.36,FALSE,FALSE,,0,0,FALSE,,FALSE,0,FALSE,30.112,2.765,Bot,CBS_HR_Team,US,,0.62,16-03-2025 09:37,EMP-1002
1871,CASE-873423,Supply Chain,Inventory,ACT-4896493,Post Journal,EMP-8481,Human,CustomPortal,10-09-2025 22:31,45:19.2,13.62,TRUE,TRUE,Script,62.21,13.62,FALSE,,FALSE,0,TRUE,0,1.168,Associate,CBS_SC_Team,US,,1.08,10-09-2025 22:07,ingest_job_v1
1872,CASE-782413,F&A,AR,ACT-8844678,Process Payment,EMP-6671,Human,SAP ECC,13-11-2025 21:14,16:31.2,1.92,TRUE,FALSE,,0,1.92,FALSE,,FALSE,0,TRUE,0,2.014,Sr Analyst,CBS_SC_Team,EU,,0.5,13-11-2025 19:49,EMP-2001
1873,CASE-739024,HR,Leaves,ACT-6813357,Reconcile Account,EMP-9266,Human,PeopleSoft,01-10-2025 21:00,06:21.4,5.64,TRUE,TRUE,RPA,30.2,5.64,FALSE,,FALSE,0,TRUE,0,3.341,SME,CBS_Payroll_Team,US,,0.5,01-10-2025 20:24,EMP-1001
1874,CASE-391403,Supply Chain,Order Fulfillment,ACT-7220778,Resolve Exception,EMP-6515,Human,SAP ECC,18-03-2025 12:11,18-03-2025 12:26,14.7,TRUE,FALSE,,0,14.7,FALSE,,FALSE,0,TRUE,0,3.077,Sr Analyst,CBS_Payroll_Team,India,,1.04,18-03-2025 10:56,EMP-1002
1875,CASE-318281,HR,Payroll,ACT-2669370,Approve Invoice,EMP-7729,Human,PeopleSoft,01-05-2025 04:34,44:44.6,10.56,TRUE,TRUE,,29.58,10.56,FALSE,,FALSE,0,TRUE,0,3.903,Associate,CBS_SC_Team,India,,0.86,01-05-2025 02:44,EMP-1001
1876,CASE-869628,F&A,AP,ACT-4982089,Process Onboarding,EMP-3332,Human,Oracle EBS,03-04-2025 11:24,03-04-2025 11:30,6.25,TRUE,TRUE,,51.38,6.25,FALSE,,FALSE,0,TRUE,0,3.344,Approver,CBS_AR_Team,India,,0.62,03-04-2025 10:02,EMP-2001
1877,CASE-217479,F&A,AP,ACT-2059116,Process Onboarding,BOT-994,Bot,Excel,14-11-2025 05:44,51:42.4,7.14,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.119,Bot,CBS_Payroll_Team,India,,0.54,14-11-2025 03:58,ingest_job_v1
1878,CASE-174035,Supply Chain,Logistics,ACT-6321292,Receive Goods,SYSTEM-64,System,Oracle EBS,22-10-2025 11:39,45:39.8,5.68,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.659,System,CBS_SC_Team,India,,0.5,22-10-2025 11:08,ingest_job_v1
1879,CASE-116933,Supply Chain,Logistics,ACT-5038910,Post Journal,EMP-8077,Human,Email,26-10-2025 03:32,35:25.8,2.83,TRUE,TRUE,Script,85.53,2.83,FALSE,,FALSE,0,TRUE,0,0.153,Analyst,CBS_SC_Team,India,,0.5,26-10-2025 03:00,EMP-1002
1880,CASE-412308,HR,Payroll,ACT-2554904,Receive Goods,EMP-1729,Human,Oracle EBS,27-01-2025 15:13,19:41.6,6.66,TRUE,FALSE,,0,6.66,FALSE,,FALSE,0,TRUE,0,2.937,Analyst,CBS_AR_Team,US,,0.5,27-01-2025 14:39,EMP-1002
1881,CASE-165725,F&A,MonthEndClose,ACT-8476180,Approve Leave,EMP-4138,Human,Oracle EBS,23-10-2025 06:56,05:58.4,9.34,TRUE,TRUE,Script,61.56,9.34,FALSE,,FALSE,0,TRUE,0,3.815,Associate,CBS_Payroll_Team,US,19254.77,0.5,23-10-2025 05:52,EMP-1001
1882,CASE-323394,Supply Chain,Inventory,ACT-3176160,Process Payment,EMP-7739,Human,Workday,27-01-2025 02:21,38:24.8,16.53,TRUE,FALSE,,0,16.53,FALSE,,FALSE,0,TRUE,0,1.856,Analyst,CBS_AR_Team,India,,1.19,27-01-2025 01:50,EMP-1001
1883,CASE-484184,F&A,MonthEndClose,ACT-6091238,Update Payroll,EMP-8739,Human,CustomPortal,27-02-2025 07:43,51:42.4,8.09,TRUE,FALSE,,0,8.09,FALSE,,FALSE,0,FALSE,20.374,1.063,Approver,CBS_AP_Team,EU,,0.62,27-02-2025 06:54,ingest_job_v1
1884,CASE-845299,HR,Leaves,ACT-8616105,Receive Goods,EMP-8800,Human,Email,20-06-2025 10:01,20-06-2025 10:13,11.45,TRUE,FALSE,,0,11.45,FALSE,,FALSE,0,TRUE,0,1.062,Approver,CBS_AR_Team,US,,0.85,20-06-2025 08:52,ingest_job_v1
1885,CASE-658923,Supply Chain,Order Fulfillment,ACT-8658321,Update Payroll,EMP-3633,Human,SAP ECC,19-04-2025 04:40,19-04-2025 04:42,1.4,TRUE,FALSE,,0,1.4,FALSE,,FALSE,0,TRUE,0,1.123,Sr Analyst,CBS_SC_Team,EU,,0.5,19-04-2025 02:41,EMP-2001
1886,CASE-947760,Supply Chain,Logistics,ACT-4747132,Schedule Shipment,EMP-9823,Human,Excel,24-09-2025 14:10,13:07.1,62.85122191,TRUE,FALSE,,0,62.85,FALSE,,FALSE,0,TRUE,0,2.294,Associate,CBS_AP_Team,EU,,2.74,24-09-2025 12:17,EMP-1002
1887,CASE-943954,F&A,Payroll,ACT-4233066,Update Payroll,BOT-208,Bot,CustomPortal,29-07-2025 18:56,29-07-2025 18:57,0.5,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,0.962,Bot,CBS_Payroll_Team,US,7265.86,0.5,29-07-2025 18:31,ingest_job_v2
1888,CASE-711874,F&A,AP,ACT-6304957,Create Purchase Order,EMP-7726,Human,Oracle EBS,20-07-2025 22:42,44:44.2,2.27,TRUE,TRUE,AI,86.19,2.27,TRUE,Missing Data,FALSE,0,TRUE,0,3.892,Approver,CBS_AP_Team,US,9199.8,0.5,20-07-2025 20:47,EMP-1001
1889,CASE-476482,HR,Payroll,ACT-6646803,Receive Goods,BOT-789,Bot,Workday,15-04-2025 00:26,36:26.2,10.37,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.21,Bot,CBS_SC_Team,US,,0.85,14-04-2025 23:10,EMP-1002
1890,CASE-578184,F&A,AR,ACT-3272041,Create Purchase Order,SYSTEM-23,System,CustomPortal,13-01-2025 11:35,13:29.4,38.44,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.463,System,CBS_SC_Team,EU,18515.06,1.02,13-01-2025 10:31,ingest_job_v1
1891,CASE-230857,Supply Chain,Inventory,ACT-2772513,Schedule Interview,EMP-7013,Human,Email,11-07-2025 07:44,44:51.4,0.84,TRUE,FALSE,,0,0.84,TRUE,Mismatch,TRUE,1,FALSE,26.538,3.824,Analyst,CBS_SC_Team,EU,,0.5,11-07-2025 07:11,EMP-1001
1892,CASE-256169,Supply Chain,Order Fulfillment,ACT-5904727,Update Inventory,EMP-9152,Human,SAP ECC,28-09-2025 12:25,30:02.6,4.11,TRUE,TRUE,Script,45.23,4.11,FALSE,,FALSE,0,FALSE,24.15,3.289,Analyst,CBS_AR_Team,India,,0.5,28-09-2025 12:04,EMP-1001
1893,CASE-585746,Supply Chain,Inventory,ACT-5928435,Create Purchase Order,EMP-1477,Human,PeopleSoft,06-04-2025 04:47,00:45.8,12.88,TRUE,TRUE,AI,66.05,12.88,FALSE,,FALSE,0,TRUE,0,2.48,Sr Analyst,CBS_SC_Team,US,,0.79,06-04-2025 04:39,ingest_job_v2
1894,CASE-770131,Supply Chain,Inventory,ACT-4818153,Update Inventory,EMP-2656,Human,CustomPortal,30-06-2025 13:08,10:22.8,1.83,TRUE,TRUE,Script,84.66,1.83,FALSE,,FALSE,0,TRUE,0,2.39,SME,CBS_AR_Team,EU,,0.5,30-06-2025 12:08,ingest_job_v1
1895,CASE-396233,Supply Chain,Procurement,ACT-4215341,Approve Invoice,EMP-9382,Human,PeopleSoft,26-10-2025 12:27,33:28.8,6.48,TRUE,FALSE,,0,6.48,FALSE,,FALSE,0,TRUE,0,1.098,Associate,CBS_HR_Team,EU,,0.61,26-10-2025 12:14,EMP-2001
1896,CASE-925377,F&A,MonthEndClose,ACT-2353481,Validate Candidate,BOT-586,Bot,SAP ECC,09-01-2025 17:05,15:35.2,10.57,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,1.144,Bot,CBS_HR_Team,US,14590.3,0.5,09-01-2025 16:04,EMP-1001
1897,CASE-129710,Supply Chain,Inventory,ACT-7374377,Reconcile Account,EMP-2497,Human,Email,19-09-2025 05:12,19:39.6,7.66,TRUE,TRUE,API,31.92,7.66,FALSE,,FALSE,0,TRUE,0,0.582,Associate,CBS_AR_Team,India,,0.71,19-09-2025 04:23,ingest_job_v1
1898,CASE-612544,F&A,MonthEndClose,ACT-4420921,Create Purchase Order,EMP-1541,Human,Workday,20-02-2025 06:35,37:05.2,1.67,TRUE,TRUE,,36.29,1.67,FALSE,,FALSE,0,TRUE,0,3.486,Sr Analyst,CBS_AR_Team,US,19727.34,0.5,20-02-2025 06:01,ingest_job_v2
1899,CASE-431311,Supply Chain,Procurement,ACT-7867873,Approve Invoice,EMP-6122,Human,Email,25-10-2025 05:10,13:31.6,3.51,TRUE,FALSE,,0,3.51,FALSE,,FALSE,0,TRUE,0,1.303,Associate,CBS_AP_Team,US,,0.5,25-10-2025 04:34,EMP-1001
1900,CASE-429864,F&A,Payroll,ACT-3587445,Approve Leave,EMP-3084,Human,Email,07-09-2025 08:00,07-09-2025 08:12,12.25,TRUE,FALSE,,0,12.25,TRUE,Missing Data,TRUE,3,TRUE,0,2.526,Approver,CBS_AR_Team,EU,676.42,1.04,07-09-2025 06:48,EMP-1001
1901,CASE-721975,F&A,Payroll,ACT-1938911,Approve Leave,EMP-6460,Human,Email,08-03-2025 21:30,37:23.6,6.46,TRUE,FALSE,,0,6.46,TRUE,Missing Data,FALSE,0,TRUE,0,2.091,Associate,CBS_HR_Team,India,13329.77,0.5,08-03-2025 20:43,EMP-1001
1902,CASE-926658,Supply Chain,Inventory,ACT-3206368,Resolve Exception,EMP-5595,Human,Email,30-09-2025 15:57,30-09-2025 15:57,0.5,TRUE,FALSE,,0,0.5,FALSE,,FALSE,0,TRUE,0,1.021,Manager,CBS_Payroll_Team,US,,0.5,30-09-2025 15:25,ingest_job_v1
1903,CASE-420989,F&A,AP,ACT-8294079,Validate Invoice,EMP-9717,Human,CustomPortal,18-07-2025 19:10,18-07-2025 19:22,11.45,TRUE,FALSE,,0,11.45,FALSE,,FALSE,0,TRUE,0,2.376,Sr Analyst,CBS_AR_Team,EU,,0.68,18-07-2025 18:10,EMP-2001
1904,CASE-338938,Supply Chain,Inventory,ACT-5869645,Resolve Exception,EMP-7223,Human,SAP ECC,15-08-2025 16:10,15-08-2025 16:11,0.5,TRUE,TRUE,RPA,11.88,0.5,FALSE,,FALSE,0,TRUE,0,0.106,Sr Analyst,CBS_AR_Team,US,,0.5,15-08-2025 15:14,ingest_job_v1
1905,CASE-197077,Supply Chain,Procurement,ACT-4733815,Update Payroll,EMP-5143,Human,PeopleSoft,13-01-2025 09:42,13-01-2025 09:53,10.95,TRUE,TRUE,Workflow,43.76,10.95,FALSE,,FALSE,0,TRUE,0,2.856,Manager,CBS_Payroll_Team,India,,0.5,13-01-2025 09:26,EMP-1002
1906,CASE-911442,F&A,AR,ACT-1985114,Validate Candidate,EMP-4786,Human,Email,22-09-2025 13:45,47:38.6,1.81,TRUE,FALSE,,0,1.81,FALSE,,FALSE,0,TRUE,0,1.219,Sr Analyst,CBS_AR_Team,EU,18691.72,0.5,22-09-2025 12:33,EMP-2001
1907,CASE-474852,F&A,AR,ACT-2523461,Schedule Interview,BOT-611,Bot,Excel,14-04-2025 02:12,37:47.2,25.37,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.326,Bot,CBS_Payroll_Team,US,,1.78,14-04-2025 00:52,EMP-1001
1908,CASE-983659,F&A,AP,ACT-8526684,Post Journal,EMP-2789,Human,PeopleSoft,03-10-2025 22:14,17:50.2,3.67,TRUE,FALSE,,0,3.67,FALSE,,FALSE,0,TRUE,0,3.514,Approver,CBS_Payroll_Team,India,2174.08,0.5,03-10-2025 21:53,ingest_job_v2
1909,CASE-728832,Supply Chain,Logistics,ACT-3169994,Schedule Shipment,EMP-2677,Human,PeopleSoft,09-06-2025 00:56,59:36.2,3.17,TRUE,TRUE,RPA,75.15,3.17,FALSE,,FALSE,0,TRUE,0,0.215,Associate,CBS_Payroll_Team,India,,0.5,09-06-2025 00:45,ingest_job_v2
1910,CASE-679266,F&A,AP,ACT-1266895,Approve Invoice,EMP-3225,Human,Email,09-11-2025 19:56,58:05.4,1.29,TRUE,TRUE,,61.26,1.29,TRUE,Mismatch,TRUE,2,TRUE,0,2.372,Associate,CBS_AR_Team,EU,,0.5,09-11-2025 18:16,EMP-1002
1911,CASE-614188,F&A,Payroll,ACT-4460770,Post Journal,EMP-6215,Human,Email,14-04-2025 05:55,58:44.2,2.92,TRUE,TRUE,Workflow,79.69,2.92,FALSE,,FALSE,0,TRUE,0,1.876,SME,CBS_HR_Team,US,8837.3,0.5,14-04-2025 04:40,ingest_job_v2
1912,CASE-183688,Supply Chain,Inventory,ACT-1688945,Approve Invoice,EMP-7215,Human,SAP ECC,10-07-2025 12:29,46:23.4,16.74,TRUE,TRUE,Workflow,15.76,16.74,FALSE,,FALSE,0,TRUE,0,2.791,SME,CBS_HR_Team,US,,1.67,10-07-2025 11:03,EMP-1002
1913,CASE-928452,Supply Chain,Inventory,ACT-9333551,Reconcile Account,EMP-6840,Human,PeopleSoft,07-04-2025 21:21,13:15.1,51.31900668,TRUE,TRUE,Script,58.26,51.32,FALSE,,FALSE,0,TRUE,0,3.08,SME,CBS_Payroll_Team,India,,3.84,07-04-2025 20:20,EMP-2001
1914,CASE-319773,Supply Chain,Logistics,ACT-4820764,Process Onboarding,EMP-3132,Human,Excel,05-07-2025 07:45,49:04.2,3.67,TRUE,FALSE,,0,3.67,FALSE,,FALSE,0,TRUE,0,0.404,Approver,CBS_HR_Team,US,,0.5,05-07-2025 05:48,EMP-1001
1915,CASE-736000,HR,Hiring,ACT-3506140,Approve Leave,EMP-1303,Human,SAP ECC,25-08-2025 06:16,20:53.6,4.76,TRUE,TRUE,Workflow,24.69,4.76,FALSE,,FALSE,0,TRUE,0,2.592,Analyst,CBS_SC_Team,US,,0.5,25-08-2025 04:27,EMP-1001
1916,CASE-464033,F&A,Payroll,ACT-7937827,Update Payroll,BOT-234,Bot,Oracle EBS,23-03-2025 18:35,45:46.4,10.24,FALSE,FALSE,,0,0,TRUE,Mismatch,FALSE,0,TRUE,0,3.798,Bot,CBS_HR_Team,EU,9317.95,0.53,23-03-2025 17:37,EMP-2001
1917,CASE-130991,F&A,AR,ACT-9821037,Validate Invoice,EMP-8109,Human,CustomPortal,02-01-2025 12:11,29:12.4,17.39,TRUE,FALSE,,0,17.39,FALSE,,FALSE,0,TRUE,0,0.558,Approver,CBS_AP_Team,India,15916.14,0.8,02-01-2025 11:14,EMP-2001
1918,CASE-755646,HR,Leaves,ACT-6864452,Create Purchase Order,EMP-8939,Human,Workday,13-05-2025 15:19,26:31.4,7.19,TRUE,FALSE,,0,7.19,FALSE,,FALSE,0,TRUE,0,4.083,Analyst,CBS_Payroll_Team,EU,,0.5,13-05-2025 15:13,EMP-1001
1919,CASE-748662,Supply Chain,Logistics,ACT-5162555,Post Journal,EMP-5772,Human,Email,03-06-2025 02:15,19:03.2,3.97,TRUE,TRUE,Workflow,52.64,3.97,FALSE,,FALSE,0,TRUE,0,0.484,Associate,CBS_AR_Team,India,,0.5,03-06-2025 01:35,ingest_job_v2
1920,CASE-782938,HR,Payroll,ACT-1771499,Resolve Exception,EMP-5247,Human,PeopleSoft,27-02-2025 03:01,05:40.6,4.26,TRUE,TRUE,AI,32.17,4.26,FALSE,,FALSE,0,TRUE,0,1.255,Sr Analyst,CBS_AP_Team,EU,,0.5,27-02-2025 01:20,EMP-1002
1921,CASE-570949,F&A,AP,ACT-8037458,Process Onboarding,EMP-6896,Human,Excel,03-05-2025 12:53,03:12.2,9.52,TRUE,FALSE,,0,9.52,FALSE,,FALSE,0,TRUE,0,0.503,Associate,CBS_AR_Team,EU,,0.55,03-05-2025 12:15,ingest_job_v1
1922,CASE-628486,F&A,AR,ACT-8550026,Create Purchase Order,EMP-6194,Human,Oracle EBS,26-06-2025 20:22,26-06-2025 20:23,0.5,TRUE,FALSE,,0,0.5,TRUE,Validation Failure,TRUE,1,TRUE,0,3.524,Associate,CBS_SC_Team,US,,0.5,26-06-2025 20:03,EMP-1001
1923,CASE-358838,Supply Chain,Logistics,ACT-1244778,Approve Leave,EMP-1044,Human,Workday,16-01-2025 14:05,13:18.8,7.73,TRUE,FALSE,,0,7.73,FALSE,,FALSE,0,TRUE,0,1.685,Manager,CBS_Payroll_Team,EU,,0.5,16-01-2025 12:24,EMP-2001
1924,CASE-287101,Supply Chain,Order Fulfillment,ACT-1841783,Update Inventory,BOT-892,Bot,CustomPortal,27-03-2025 23:55,58:30.6,3.51,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.853,Bot,CBS_Payroll_Team,EU,,0.5,27-03-2025 23:39,ingest_job_v2
1925,CASE-481897,F&A,MonthEndClose,ACT-2214089,Post Journal,EMP-5082,Human,SAP ECC,11-01-2025 18:23,11-01-2025 18:36,12.65,TRUE,FALSE,,0,12.65,FALSE,,FALSE,0,TRUE,0,2.85,Approver,CBS_Payroll_Team,India,11760.21,0.66,11-01-2025 17:39,EMP-1002
1926,CASE-499148,F&A,AP,ACT-6597624,Resolve Exception,BOT-930,Bot,Excel,24-03-2025 23:58,59:15.8,0.78,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,2.436,Bot,CBS_AP_Team,India,4083.58,0.5,24-03-2025 22:12,EMP-1002
1927,CASE-454814,HR,Onboarding,ACT-9650043,Update Payroll,EMP-9783,Human,Workday,28-08-2025 18:29,28-08-2025 18:37,7.1,TRUE,FALSE,,0,7.1,FALSE,,FALSE,0,TRUE,0,3.555,Analyst,CBS_HR_Team,India,,0.6,28-08-2025 17:34,ingest_job_v1
1928,CASE-126103,F&A,MonthEndClose,ACT-5664006,Approve Invoice,BOT-353,Bot,CustomPortal,23-06-2025 05:00,23-06-2025 05:05,5.25,FALSE,FALSE,,0,0,TRUE,Missing Data,FALSE,0,TRUE,0,3.021,Bot,CBS_Payroll_Team,EU,,0.5,23-06-2025 04:34,EMP-1002
1929,CASE-687013,F&A,MonthEndClose,ACT-9451253,Reconcile Account,BOT-569,Bot,PeopleSoft,14-03-2025 17:55,03:23.8,8.23,FALSE,FALSE,,0,0,FALSE,,FALSE,0,TRUE,0,3.705,Bot,CBS_Payroll_Team,EU,,0.72,14-03-2025 17:07,EMP-2001
